设备名,识别内容的名称,识别图像（矩形）左下角X值,识别图像（矩形）左下角Y值,识别图像（矩形）左上角X值,识别图像（矩形）左上角Y值,识别图像（矩形）右上角X值,识别图像（矩形）右上角Y值,识别图像（矩形）右下角X值,识别图像（矩形）右下角Y值
i5-12490F+RTX 2060s,红方队员,1548,209,1548,302,1576,302,1576,209
i5-12490F+RTX 2060s,红方队员,684,275,684,359,728,359,728,275
i5-12490F+RTX 2060s,足球,984,279,984,375,1015,375,1015,279
i5-12490F+RTX 2060s,红方队员,1375,304,1375,408,1413,408,1413,304
i5-12490F+RTX 2060s,红方队员,1289,468,1289,581,1352,581,1352,468
i5-12490F+RTX 2060s,足球,4,62,4,122,30,122,30,62
i5-12490F+RTX 2060s,足球,93,91,93,168,138,168,138,91
i5-12490F+RTX 2060s,红方队员,701,96,701,177,739,177,739,96
i5-12490F+RTX 2060s,足球,849,102,849,181,887,181,887,102
i5-12490F+RTX 2060s,红方队员,757,134,757,213,787,213,787,134
i5-12490F+RTX 2060s,红方队员,1541,206,1541,303,1572,303,1572,206
i5-12490F+RTX 2060s,红方队员,669,271,669,359,718,359,718,271
i5-12490F+RTX 2060s,足球,984,278,984,373,1013,373,1013,278
i5-12490F+RTX 2060s,红方队员,1369,305,1369,409,1406,409,1406,305
i5-12490F+RTX 2060s,红方队员,1283,468,1283,579,1342,579,1342,468
i5-12490F+RTX 2060s,足球,0,60,0,127,20,127,20,60
i5-12490F+RTX 2060s,足球,89,89,89,170,125,170,125,89
i5-12490F+RTX 2060s,红方队员,696,97,696,181,736,181,736,97
i5-12490F+RTX 2060s,足球,847,102,847,182,885,182,885,102
i5-12490F+RTX 2060s,红方队员,753,134,753,213,786,213,786,134
i5-12490F+RTX 2060s,红方队员,1537,205,1537,302,1570,302,1570,205
i5-12490F+RTX 2060s,红方队员,657,272,657,358,714,358,714,272
i5-12490F+RTX 2060s,足球,978,276,978,376,1005,376,1005,276
i5-12490F+RTX 2060s,红方队员,1360,305,1360,409,1401,409,1401,305
i5-12490F+RTX 2060s,红方队员,1279,470,1279,580,1326,580,1326,470
i5-12490F+RTX 2060s,足球,77,90,77,171,118,171,118,90
i5-12490F+RTX 2060s,红方队员,694,97,694,178,731,178,731,97
i5-12490F+RTX 2060s,足球,848,101,848,182,883,182,883,101
i5-12490F+RTX 2060s,红方队员,747,132,747,213,782,213,782,132
i5-12490F+RTX 2060s,红方队员,1527,206,1527,305,1563,305,1563,206
i5-12490F+RTX 2060s,红方队员,645,269,645,360,699,360,699,269
i5-12490F+RTX 2060s,足球,978,277,978,375,1004,375,1004,277
i5-12490F+RTX 2060s,红方队员,1358,303,1358,410,1397,410,1397,303
i5-12490F+RTX 2060s,红方队员,1275,472,1275,579,1318,579,1318,472
i5-12490F+RTX 2060s,足球,68,92,68,168,111,168,111,92
i5-12490F+RTX 2060s,红方队员,690,97,690,176,725,176,725,97
i5-12490F+RTX 2060s,足球,847,101,847,182,882,182,882,101
i5-12490F+RTX 2060s,红方队员,731,133,731,211,776,211,776,133
i5-12490F+RTX 2060s,红方队员,1520,206,1520,303,1564,303,1564,206
i5-12490F+RTX 2060s,红方队员,640,270,640,365,676,365,676,270
i5-12490F+RTX 2060s,足球,977,275,977,378,1003,378,1003,275
i5-12490F+RTX 2060s,红方队员,1351,306,1351,408,1392,408,1392,306
i5-12490F+RTX 2060s,红方队员,1265,473,1265,579,1307,579,1307,473
i5-12490F+RTX 2060s,足球,58,91,58,168,107,168,107,91
i5-12490F+RTX 2060s,红方队员,687,97,687,176,722,176,722,97
i5-12490F+RTX 2060s,足球,845,101,845,183,880,183,880,101
i5-12490F+RTX 2060s,红方队员,725,132,725,211,771,211,771,132
i5-12490F+RTX 2060s,红方队员,1513,207,1513,304,1562,304,1562,207
i5-12490F+RTX 2060s,红方队员,626,271,626,366,669,366,669,271
i5-12490F+RTX 2060s,足球,972,275,972,378,1001,378,1001,275
i5-12490F+RTX 2060s,红方队员,1346,308,1346,408,1392,408,1392,308
i5-12490F+RTX 2060s,红方队员,1249,467,1249,578,1305,578,1305,467
i5-12490F+RTX 2060s,足球,43,89,43,169,112,169,112,89
i5-12490F+RTX 2060s,足球,844,100,844,181,879,181,879,100
i5-12490F+RTX 2060s,红方队员,721,133,721,208,764,208,764,133
i5-12490F+RTX 2060s,红方队员,1510,207,1510,305,1556,305,1556,207
i5-12490F+RTX 2060s,红方队员,618,276,618,367,657,367,657,276
i5-12490F+RTX 2060s,足球,967,277,967,379,999,379,999,277
i5-12490F+RTX 2060s,红方队员,1337,304,1337,409,1383,409,1383,304
i5-12490F+RTX 2060s,红方队员,1243,465,1243,578,1299,578,1299,465
i5-12490F+RTX 2060s,足球,265,74,265,117,307,117,307,74
i5-12490F+RTX 2060s,足球,39,92,39,168,88,168,88,92
i5-12490F+RTX 2060s,足球,844,101,844,181,877,181,877,101
i5-12490F+RTX 2060s,红方队员,706,133,706,214,750,214,750,133
i5-12490F+RTX 2060s,红方队员,1506,208,1506,308,1544,308,1544,208
i5-12490F+RTX 2060s,红方队员,610,282,610,366,651,366,651,282
i5-12490F+RTX 2060s,足球,961,277,961,378,997,378,997,277
i5-12490F+RTX 2060s,红方队员,1330,306,1330,407,1381,407,1381,306
i5-12490F+RTX 2060s,红方队员,1237,463,1237,578,1297,578,1297,463
i5-12490F+RTX 2060s,足球,29,92,29,169,73,169,73,92
i5-12490F+RTX 2060s,红方队员,679,96,679,178,714,178,714,96
i5-12490F+RTX 2060s,足球,843,101,843,181,875,181,875,101
i5-12490F+RTX 2060s,红方队员,1501,208,1501,306,1536,306,1536,208
i5-12490F+RTX 2060s,红方队员,590,278,590,362,642,362,642,278
i5-12490F+RTX 2060s,足球,958,279,958,378,993,378,993,279
i5-12490F+RTX 2060s,红方队员,1322,305,1322,407,1376,407,1376,305
i5-12490F+RTX 2060s,红方队员,1229,461,1229,581,1294,581,1294,461
i5-12490F+RTX 2060s,红方队员,258,74,258,117,291,117,291,74
i5-12490F+RTX 2060s,足球,26,93,26,174,63,174,63,93
i5-12490F+RTX 2060s,红方队员,675,96,675,177,713,177,713,96
i5-12490F+RTX 2060s,足球,842,102,842,181,873,181,873,102
i5-12490F+RTX 2060s,红方队员,1497,208,1497,305,1534,305,1534,208
i5-12490F+RTX 2060s,红方队员,581,275,581,366,633,366,633,275
i5-12490F+RTX 2060s,足球,952,287,952,385,995,385,995,287
i5-12490F+RTX 2060s,红方队员,1318,304,1318,407,1370,407,1370,304
i5-12490F+RTX 2060s,红方队员,1223,465,1223,579,1295,579,1295,465
i5-12490F+RTX 2060s,红方队员,248,70,248,119,279,119,279,70
i5-12490F+RTX 2060s,足球,18,97,18,173,61,173,61,97
i5-12490F+RTX 2060s,红方队员,669,97,669,180,712,180,712,97
i5-12490F+RTX 2060s,足球,840,102,840,181,873,181,873,102
i5-12490F+RTX 2060s,红方队员,1490,209,1490,304,1525,304,1525,209
i5-12490F+RTX 2060s,红方队员,571,280,571,363,624,363,624,280
i5-12490F+RTX 2060s,足球,952,286,952,384,993,384,993,286
i5-12490F+RTX 2060s,红方队员,1318,304,1318,409,1362,409,1362,304
i5-12490F+RTX 2060s,红方队员,1214,467,1214,576,1273,576,1273,467
i5-12490F+RTX 2060s,红方队员,239,62,239,123,268,123,268,62
i5-12490F+RTX 2060s,足球,4,95,4,171,51,171,51,95
i5-12490F+RTX 2060s,红方队员,667,96,667,181,709,181,709,96
i5-12490F+RTX 2060s,足球,838,102,838,182,872,182,872,102
i5-12490F+RTX 2060s,红方队员,1486,208,1486,304,1522,304,1522,208
i5-12490F+RTX 2060s,红方队员,559,280,559,370,601,370,601,280
i5-12490F+RTX 2060s,足球,951,287,951,385,990,385,990,287
i5-12490F+RTX 2060s,红方队员,1314,304,1314,413,1357,413,1357,304
i5-12490F+RTX 2060s,红方队员,1210,464,1210,580,1255,580,1255,464
i5-12490F+RTX 2060s,蓝方队员,1848,901,1848,1033,1906,1033,1906,901
i5-12490F+RTX 2060s,足球,0,95,0,170,45,170,45,95
i5-12490F+RTX 2060s,足球,836,103,836,181,871,181,871,103
i5-12490F+RTX 2060s,红方队员,671,134,671,215,713,215,713,134
i5-12490F+RTX 2060s,红方队员,1476,207,1476,304,1519,304,1519,207
i5-12490F+RTX 2060s,红方队员,550,280,550,370,590,370,590,280
i5-12490F+RTX 2060s,足球,951,287,951,387,987,387,987,287
i5-12490F+RTX 2060s,红方队员,1310,303,1310,412,1353,412,1353,303
i5-12490F+RTX 2060s,红方队员,1208,467,1208,578,1246,578,1246,467
i5-12490F+RTX 2060s,蓝方队员,1842,896,1842,1033,1897,1033,1897,896
i5-12490F+RTX 2060s,足球,836,104,836,180,871,180,871,104
i5-12490F+RTX 2060s,红方队员,661,102,661,205,706,205,706,102
i5-12490F+RTX 2060s,红方队员,1468,204,1468,307,1515,307,1515,204
i5-12490F+RTX 2060s,红方队员,542,282,542,373,579,373,579,282
i5-12490F+RTX 2060s,足球,948,279,948,377,980,377,980,279
i5-12490F+RTX 2060s,红方队员,1306,303,1306,413,1340,413,1340,303
i5-12490F+RTX 2060s,红方队员,1201,464,1201,582,1242,582,1242,464
i5-12490F+RTX 2060s,蓝方队员,1836,896,1836,1029,1888,1029,1888,896
i5-12490F+RTX 2060s,足球,836,104,836,181,871,181,871,104
i5-12490F+RTX 2060s,红方队员,656,101,656,209,701,209,701,101
i5-12490F+RTX 2060s,红方队员,1463,207,1463,307,1508,307,1508,207
i5-12490F+RTX 2060s,红方队员,524,284,524,370,568,370,568,284
i5-12490F+RTX 2060s,足球,948,278,948,376,979,376,979,278
i5-12490F+RTX 2060s,红方队员,1299,301,1299,412,1340,412,1340,301
i5-12490F+RTX 2060s,红方队员,1186,465,1186,579,1233,579,1233,465
i5-12490F+RTX 2060s,蓝方队员,1825,899,1825,1030,1876,1030,1876,899
i5-12490F+RTX 2060s,足球,836,103,836,182,871,182,871,103
i5-12490F+RTX 2060s,红方队员,1459,209,1459,307,1505,307,1505,209
i5-12490F+RTX 2060s,红方队员,511,282,511,374,569,374,569,282
i5-12490F+RTX 2060s,足球,941,278,941,374,967,374,967,278
i5-12490F+RTX 2060s,红方队员,1289,302,1289,408,1338,408,1338,302
i5-12490F+RTX 2060s,红方队员,1175,471,1175,573,1233,573,1233,471
i5-12490F+RTX 2060s,蓝方队员,1808,890,1808,1035,1869,1035,1869,890
i5-12490F+RTX 2060s,足球,837,103,837,183,871,183,871,103
i5-12490F+RTX 2060s,红方队员,1457,211,1457,307,1500,307,1500,211
i5-12490F+RTX 2060s,红方队员,500,281,500,376,558,376,558,281
i5-12490F+RTX 2060s,足球,940,277,940,375,966,375,966,277
i5-12490F+RTX 2060s,红方队员,1283,302,1283,408,1331,408,1331,302
i5-12490F+RTX 2060s,红方队员,1166,467,1166,575,1224,575,1224,467
i5-12490F+RTX 2060s,蓝方队员,1802,884,1802,1043,1865,1043,1865,884
i5-12490F+RTX 2060s,红方队员,655,98,655,184,691,184,691,98
i5-12490F+RTX 2060s,足球,836,107,836,186,871,186,871,107
i5-12490F+RTX 2060s,红方队员,636,138,636,220,671,220,671,138
i5-12490F+RTX 2060s,红方队员,1452,210,1452,309,1485,309,1485,210
i5-12490F+RTX 2060s,红方队员,486,285,486,370,555,370,555,285
i5-12490F+RTX 2060s,足球,938,276,938,375,963,375,963,276
i5-12490F+RTX 2060s,红方队员,1277,301,1277,408,1326,408,1326,301
i5-12490F+RTX 2060s,红方队员,1157,465,1157,576,1222,576,1222,465
i5-12490F+RTX 2060s,蓝方队员,1796,884,1796,1045,1861,1045,1861,884
i5-12490F+RTX 2060s,蓝方队员,1782,889,1782,1044,1870,1044,1870,889
i5-12490F+RTX 2060s,红方队员,192,75,192,115,226,115,226,75
i5-12490F+RTX 2060s,红方队员,656,99,656,182,690,182,690,99
i5-12490F+RTX 2060s,足球,837,109,837,187,870,187,870,109
i5-12490F+RTX 2060s,红方队员,623,142,623,218,663,218,663,142
i5-12490F+RTX 2060s,红方队员,1450,209,1450,310,1477,310,1477,209
i5-12490F+RTX 2060s,足球,935,275,935,376,961,376,961,275
i5-12490F+RTX 2060s,红方队员,474,288,474,385,525,385,525,288
i5-12490F+RTX 2060s,红方队员,1274,302,1274,410,1323,410,1323,302
i5-12490F+RTX 2060s,红方队员,1146,468,1146,575,1223,575,1223,468
i5-12490F+RTX 2060s,足球,1767,891,1767,1041,1869,1041,1869,891
i5-12490F+RTX 2060s,红方队员,656,101,656,181,690,181,690,101
i5-12490F+RTX 2060s,足球,837,108,837,187,870,187,870,108
i5-12490F+RTX 2060s,红方队员,615,141,615,216,657,216,657,141
i5-12490F+RTX 2060s,红方队员,1440,208,1440,312,1470,312,1470,208
i5-12490F+RTX 2060s,红方队员,468,286,468,369,510,369,510,286
i5-12490F+RTX 2060s,足球,929,277,929,377,957,377,957,277
i5-12490F+RTX 2060s,红方队员,1271,303,1271,410,1321,410,1321,303
i5-12490F+RTX 2060s,红方队员,1144,470,1144,575,1189,575,1189,470
i5-12490F+RTX 2060s,蓝方队员,1759,895,1759,1038,1850,1038,1850,895
i5-12490F+RTX 2060s,红方队员,652,102,652,180,690,180,690,102
i5-12490F+RTX 2060s,足球,836,108,836,187,869,187,869,108
i5-12490F+RTX 2060s,红方队员,605,139,605,221,658,221,658,139
i5-12490F+RTX 2060s,红方队员,1433,208,1433,308,1466,308,1466,208
i5-12490F+RTX 2060s,足球,922,276,922,381,955,381,955,276
i5-12490F+RTX 2060s,红方队员,457,292,457,385,509,385,509,292
i5-12490F+RTX 2060s,红方队员,1264,304,1264,409,1305,409,1305,304
i5-12490F+RTX 2060s,红方队员,1136,467,1136,576,1178,576,1178,467
i5-12490F+RTX 2060s,红方队员,650,103,650,178,687,178,687,103
i5-12490F+RTX 2060s,足球,835,108,835,188,868,188,868,108
i5-12490F+RTX 2060s,红方队员,602,141,602,221,642,221,642,141
i5-12490F+RTX 2060s,红方队员,1428,208,1428,307,1464,307,1464,208
i5-12490F+RTX 2060s,红方队员,446,295,446,384,492,384,492,295
i5-12490F+RTX 2060s,足球,915,282,915,388,955,388,955,282
i5-12490F+RTX 2060s,红方队员,1255,302,1255,409,1299,409,1299,302
i5-12490F+RTX 2060s,红方队员,1132,469,1132,577,1171,577,1171,469
i5-12490F+RTX 2060s,蓝方队员,1761,895,1761,1034,1822,1034,1822,895
i5-12490F+RTX 2060s,红方队员,650,105,650,181,688,181,688,105
i5-12490F+RTX 2060s,足球,835,109,835,188,869,188,869,109
i5-12490F+RTX 2060s,红方队员,589,139,589,222,628,222,628,139
i5-12490F+RTX 2060s,红方队员,1424,208,1424,311,1464,311,1464,208
i5-12490F+RTX 2060s,红方队员,430,292,430,386,475,386,475,292
i5-12490F+RTX 2060s,足球,910,281,910,388,954,388,954,281
i5-12490F+RTX 2060s,红方队员,1247,301,1247,410,1290,410,1290,301
i5-12490F+RTX 2060s,红方队员,1127,467,1127,577,1167,577,1167,467
i5-12490F+RTX 2060s,蓝方队员,1755,900,1755,1030,1804,1030,1804,900
i5-12490F+RTX 2060s,红方队员,648,109,648,185,685,185,685,109
i5-12490F+RTX 2060s,足球,835,109,835,187,869,187,869,109
i5-12490F+RTX 2060s,红方队员,586,138,586,219,622,219,622,138
i5-12490F+RTX 2060s,红方队员,1413,208,1413,309,1454,309,1454,208
i5-12490F+RTX 2060s,红方队员,417,292,417,383,479,383,479,292
i5-12490F+RTX 2060s,足球,906,282,906,389,952,389,952,282
i5-12490F+RTX 2060s,红方队员,1243,303,1243,407,1287,407,1287,303
i5-12490F+RTX 2060s,红方队员,1109,462,1109,570,1156,570,1156,462
i5-12490F+RTX 2060s,蓝方队员,1749,899,1749,1034,1800,1034,1800,899
i5-12490F+RTX 2060s,红方队员,643,108,643,186,678,186,678,108
i5-12490F+RTX 2060s,足球,835,108,835,187,868,187,868,108
i5-12490F+RTX 2060s,红方队员,576,141,576,224,612,224,612,141
i5-12490F+RTX 2060s,红方队员,1406,209,1406,311,1455,311,1455,209
i5-12490F+RTX 2060s,红方队员,403,292,403,384,466,384,466,292
i5-12490F+RTX 2060s,足球,904,282,904,389,951,389,951,282
i5-12490F+RTX 2060s,红方队员,1238,296,1238,406,1284,406,1284,296
i5-12490F+RTX 2060s,红方队员,1098,457,1098,572,1150,572,1150,457
i5-12490F+RTX 2060s,蓝方队员,1736,895,1736,1031,1787,1031,1787,895
i5-12490F+RTX 2060s,红方队员,643,109,643,187,677,187,677,109
i5-12490F+RTX 2060s,足球,830,108,830,187,860,187,860,108
i5-12490F+RTX 2060s,红方队员,568,142,568,223,603,223,603,142
i5-12490F+RTX 2060s,红方队员,1402,210,1402,310,1449,310,1449,210
i5-12490F+RTX 2060s,红方队员,389,292,389,384,448,384,448,292
i5-12490F+RTX 2060s,足球,904,284,904,389,950,389,950,284
i5-12490F+RTX 2060s,红方队员,1231,296,1231,404,1286,404,1286,296
i5-12490F+RTX 2060s,红方队员,1092,455,1092,575,1143,575,1143,455
i5-12490F+RTX 2060s,蓝方队员,1725,883,1725,1042,1784,1042,1784,883
i5-12490F+RTX 2060s,红方队员,643,107,643,188,676,188,676,107
i5-12490F+RTX 2060s,足球,830,108,830,187,859,187,859,108
i5-12490F+RTX 2060s,红方队员,560,138,560,223,596,223,596,138
i5-12490F+RTX 2060s,红方队员,1397,212,1397,310,1438,310,1438,212
i5-12490F+RTX 2060s,红方队员,377,291,377,388,425,388,425,291
i5-12490F+RTX 2060s,足球,895,282,895,388,939,388,939,282
i5-12490F+RTX 2060s,红方队员,1226,296,1226,404,1271,404,1271,296
i5-12490F+RTX 2060s,红方队员,1081,455,1081,573,1144,573,1144,455
i5-12490F+RTX 2060s,蓝方队员,1721,884,1721,1041,1780,1041,1780,884
i5-12490F+RTX 2060s,蓝方队员,1703,887,1703,1037,1784,1037,1784,887
i5-12490F+RTX 2060s,红方队员,643,105,643,190,675,190,675,105
i5-12490F+RTX 2060s,足球,829,108,829,189,859,189,859,108
i5-12490F+RTX 2060s,红方队员,547,142,547,223,589,223,589,142
i5-12490F+RTX 2060s,红方队员,1394,211,1394,312,1430,312,1430,211
i5-12490F+RTX 2060s,红方队员,368,295,368,386,414,386,414,295
i5-12490F+RTX 2060s,足球,897,282,897,387,935,387,935,282
i5-12490F+RTX 2060s,红方队员,1220,294,1220,403,1270,403,1270,294
i5-12490F+RTX 2060s,红方队员,1072,459,1072,571,1127,571,1127,459
i5-12490F+RTX 2060s,蓝方队员,1688,888,1688,1036,1777,1036,1777,888
i5-12490F+RTX 2060s,红方队员,641,107,641,189,674,189,674,107
i5-12490F+RTX 2060s,足球,827,109,827,189,858,189,858,109
i5-12490F+RTX 2060s,红方队员,539,141,539,226,583,226,583,141
i5-12490F+RTX 2060s,红方队员,1389,213,1389,312,1426,312,1426,213
i5-12490F+RTX 2060s,红方队员,360,294,360,389,402,389,402,294
i5-12490F+RTX 2060s,足球,897,283,897,387,934,387,934,283
i5-12490F+RTX 2060s,红方队员,1214,296,1214,401,1259,401,1259,296
i5-12490F+RTX 2060s,红方队员,1066,460,1066,565,1108,565,1108,460
i5-12490F+RTX 2060s,红方队员,641,106,641,190,673,190,673,106
i5-12490F+RTX 2060s,足球,827,108,827,189,858,189,858,108
i5-12490F+RTX 2060s,红方队员,531,143,531,225,582,225,582,143
i5-12490F+RTX 2060s,红方队员,1380,213,1380,310,1415,310,1415,213
i5-12490F+RTX 2060s,红方队员,347,298,347,389,399,389,399,298
i5-12490F+RTX 2060s,足球,898,283,898,386,931,386,931,283
i5-12490F+RTX 2060s,红方队员,1209,299,1209,412,1254,412,1254,299
i5-12490F+RTX 2060s,红方队员,1061,462,1061,567,1097,567,1097,462
i5-12490F+RTX 2060s,蓝方队员,1691,888,1691,1031,1760,1031,1760,888
i5-12490F+RTX 2060s,红方队员,639,105,639,193,671,193,671,105
i5-12490F+RTX 2060s,足球,827,109,827,188,858,188,858,109
i5-12490F+RTX 2060s,红方队员,523,142,523,224,564,224,564,142
i5-12490F+RTX 2060s,红方队员,1378,212,1378,312,1413,312,1413,212
i5-12490F+RTX 2060s,足球,897,278,897,380,926,380,926,278
i5-12490F+RTX 2060s,红方队员,328,296,328,379,378,379,378,296
i5-12490F+RTX 2060s,红方队员,1207,299,1207,400,1242,400,1242,299
i5-12490F+RTX 2060s,红方队员,1054,459,1054,571,1093,571,1093,459
i5-12490F+RTX 2060s,蓝方队员,1687,896,1687,1028,1750,1028,1750,896
i5-12490F+RTX 2060s,红方队员,638,104,638,192,671,192,671,104
i5-12490F+RTX 2060s,足球,826,110,826,189,857,189,857,110
i5-12490F+RTX 2060s,红方队员,515,148,515,234,554,234,554,148
i5-12490F+RTX 2060s,红方队员,1370,208,1370,309,1411,309,1411,208
i5-12490F+RTX 2060s,足球,895,276,895,379,925,379,925,276
i5-12490F+RTX 2060s,红方队员,317,296,317,386,370,386,370,296
i5-12490F+RTX 2060s,红方队员,1203,297,1203,402,1240,402,1240,297
i5-12490F+RTX 2060s,红方队员,1043,459,1043,566,1081,566,1081,459
i5-12490F+RTX 2060s,蓝方队员,1677,898,1677,1027,1735,1027,1735,898
i5-12490F+RTX 2060s,红方队员,634,103,634,193,670,193,670,103
i5-12490F+RTX 2060s,足球,827,111,827,191,856,191,856,111
i5-12490F+RTX 2060s,红方队员,509,148,509,231,544,231,544,148
i5-12490F+RTX 2060s,红方队员,1360,208,1360,313,1405,313,1405,208
i5-12490F+RTX 2060s,足球,889,277,889,380,922,380,922,277
i5-12490F+RTX 2060s,红方队员,301,298,301,386,370,386,370,298
i5-12490F+RTX 2060s,红方队员,1194,297,1194,402,1232,402,1232,297
i5-12490F+RTX 2060s,红方队员,1031,458,1031,561,1075,561,1075,458
i5-12490F+RTX 2060s,蓝方队员,1665,890,1665,1046,1720,1046,1720,890
i5-12490F+RTX 2060s,红方队员,55,51,55,126,123,126,123,51
i5-12490F+RTX 2060s,红方队员,633,106,633,192,669,192,669,106
i5-12490F+RTX 2060s,足球,824,111,824,191,855,191,855,111
i5-12490F+RTX 2060s,红方队员,504,152,504,231,538,231,538,152
i5-12490F+RTX 2060s,红方队员,1358,209,1358,314,1402,314,1402,209
i5-12490F+RTX 2060s,足球,887,278,887,380,920,380,920,278
i5-12490F+RTX 2060s,红方队员,290,296,290,394,340,394,340,296
i5-12490F+RTX 2060s,红方队员,1188,294,1188,404,1232,404,1232,294
i5-12490F+RTX 2060s,红方队员,1022,457,1022,564,1070,564,1070,457
i5-12490F+RTX 2060s,蓝方队员,1656,888,1656,1046,1710,1046,1710,888
i5-12490F+RTX 2060s,红方队员,631,106,631,191,668,191,668,106
i5-12490F+RTX 2060s,足球,823,111,823,191,855,191,855,111
i5-12490F+RTX 2060s,红方队员,496,149,496,234,528,234,528,149
i5-12490F+RTX 2060s,红方队员,1352,209,1352,314,1397,314,1397,209
i5-12490F+RTX 2060s,足球,881,278,881,381,918,381,918,278
i5-12490F+RTX 2060s,红方队员,280,300,280,394,329,394,329,300
i5-12490F+RTX 2060s,红方队员,1181,292,1181,404,1232,404,1232,292
i5-12490F+RTX 2060s,红方队员,1013,453,1013,569,1067,569,1067,453
i5-12490F+RTX 2060s,蓝方队员,1648,886,1648,1045,1700,1045,1700,886
i5-12490F+RTX 2060s,红方队员,631,109,631,192,669,192,669,109
i5-12490F+RTX 2060s,足球,820,112,820,191,854,191,854,112
i5-12490F+RTX 2060s,红方队员,482,150,482,230,524,230,524,150
i5-12490F+RTX 2060s,红方队员,1349,213,1349,312,1394,312,1394,213
i5-12490F+RTX 2060s,红方队员,271,301,271,394,309,394,309,301
i5-12490F+RTX 2060s,足球,877,285,877,384,917,384,917,285
i5-12490F+RTX 2060s,红方队员,1175,290,1175,405,1226,405,1226,290
